symbol,timestamp,open,high,low,close,volume
TSLA,2026-03-10 10:09:00,660.46,663.87,660.38,663.87,17375
AAPL,2026-03-10 10:10:00,149.4,149.6,149.4,149.48,25267
TSLA,2026-03-10 10:10:00,663.87,663.96,661.83,661.83,37213
TSLA,2026-03-10 10:11:00,661.83,661.87,660.18,660.29,46513
AAPL,2026-03-10 10:11:00,149.48,149.48,149.2,149.3,49723
TSLA,2026-03-10 10:12:00,660.29,660.34,658.23,658.43,42072
AAPL,2026-03-10 10:12:00,149.3,149.35,148.78,149.02,32542
TSLA,2026-03-10 10:13:00,658.43,658.49,657.89,658.06,22611
AAPL,2026-03-10 10:13:00,149.02,149.05,148.68,148.75,24189
AAPL,2026-03-10 10:14:00,148.75,149.17,148.66,148.84,43295
TSLA,2026-03-10 10:14:00,658.06,659.62,658.02,659.57,47712
TSLA,2026-03-10 10:15:00,659.57,659.64,658.44,658.49,12540
AAPL,2026-03-10 10:15:00,148.84,148.87,148.66,148.78,22206
TSLA,2026-03-10 10:16:00,658.49,658.53,658.2,658.29,34737
AAPL,2026-03-10 10:16:00,148.78,148.79,148.59,148.72,7056
TSLA,2026-03-10 10:17:00,658.29,658.5,658.18,658.31,23325
AAPL,2026-03-10 10:17:00,148.72,148.79,148.6,148.69,14128
AAPL,2026-03-10 10:18:00,148.69,148.82,148.1,148.31,47773
TSLA,2026-03-10 10:18:00,658.31,658.98,658.21,658.77,19257
TSLA,2026-03-10 10:19:00,658.77,661.05,658.73,661.02,14126
AAPL,2026-03-10 10:19:00,148.31,148.46,148.17,148.45,25146
TSLA,2026-03-10 10:20:00,661.02,661.7,660.94,661.54,36399
AAPL,2026-03-10 10:20:00,148.45,148.76,148.38,148.75,6883
AAPL,2026-03-10 10:21:00,148.75,149.15,148.72,149.04,27389
TSLA,2026-03-10 10:21:00,661.54,661.57,660.79,660.91,18498
AAPL,2026-03-10 10:22:00,149.04,149.36,149.02,149.26,10487
TSLA,2026-03-10 10:22:00,660.91,660.95,659.26,659.32,18065
AAPL,2026-03-10 10:23:00,149.26,149.31,149.16,149.2,12554
TSLA,2026-03-10 10:23:00,659.32,660.97,659.28,660.92,21624
AAPL,2026-03-10 10:24:00,149.2,149.53,149.07,149.35,38863
TSLA,2026-03-10 10:24:00,660.92,660.93,659.51,659.61,28563
TSLA,2026-03-10 10:25:00,659.61,659.75,656.8,656.95,39687
AAPL,2026-03-10 10:25:00,149.35,149.4,149.28,149.37,19690
TSLA,2026-03-10 10:26:00,656.95,662.49,656.93,662.48,13846
AAPL,2026-03-10 10:26:00,149.37,149.64,149.31,149.48,5397
TSLA,2026-03-10 10:27:00,662.48,663.38,662.47,663.19,29632
AAPL,2026-03-10 10:27:00,149.48,149.67,149.24,149.62,26534
TSLA,2026-03-10 10:28:00,663.19,665.06,663.12,665.0,29737
AAPL,2026-03-10 10:28:00,149.62,150.17,149.6,150.04,36210
TSLA,2026-03-10 10:29:00,665.0,665.29,664.9,665.12,44980
AAPL,2026-03-10 10:29:00,150.04,150.08,149.94,150.0,42595
TSLA,2026-03-10 10:30:00,665.12,665.21,662.75,662.76,35342
AAPL,2026-03-10 10:30:00,150.0,150.22,149.96,150.09,44399
TSLA,2026-03-10 10:31:00,662.76,664.35,662.68,664.24,8421
AAPL,2026-03-10 10:31:00,150.09,150.36,149.86,150.35,6009
AAPL,2026-03-10 10:32:00,150.35,150.41,150.28,150.28,30983
TSLA,2026-03-10 10:32:00,664.24,666.11,664.07,666.09,26114
AAPL,2026-03-10 10:33:00,150.28,150.51,150.23,150.37,28243
TSLA,2026-03-10 10:33:00,666.09,666.1,664.96,665.13,24383
TSLA,2026-03-10 10:34:00,665.13,665.21,662.43,662.49,14298
AAPL,2026-03-10 10:34:00,150.37,150.42,149.94,150.1,18690
AAPL,2026-03-10 10:35:00,150.1,150.4,150.05,150.34,17864
TSLA,2026-03-10 10:35:00,662.49,662.59,661.54,661.65,13077
AAPL,2026-03-10 10:36:00,150.34,150.37,150.04,150.14,39396
TSLA,2026-03-10 10:36:00,661.65,662.52,661.6,662.49,5865
TSLA,2026-03-10 10:37:00,662.49,662.54,660.65,660.72,39439
AAPL,2026-03-10 10:37:00,150.14,150.23,150.11,150.13,43829
AAPL,2026-03-10 10:38:00,150.13,150.29,149.96,150.07,31661
TSLA,2026-03-10 10:38:00,660.72,661.12,660.64,661.09,6344
AAPL,2026-03-10 10:39:00,150.07,150.13,150.01,150.11,21328
TSLA,2026-03-10 10:39:00,661.09,664.85,660.92,664.85,17147
TSLA,2026-03-10 10:40:00,664.85,664.97,663.48,663.55,17008
AAPL,2026-03-10 10:40:00,150.11,150.12,149.9,149.95,34610
TSLA,2026-03-10 10:41:00,663.55,663.61,662.84,662.91,37362
AAPL,2026-03-10 10:41:00,149.95,150.27,149.79,150.24,39228
AAPL,2026-03-10 10:42:00,150.24,150.49,150.16,150.21,6912
TSLA,2026-03-10 10:42:00,662.91,662.98,661.12,661.21,23451
TSLA,2026-03-10 10:43:00,661.21,661.29,658.9,658.98,18548
AAPL,2026-03-10 10:43:00,150.21,150.29,149.96,149.99,23634
AAPL,2026-03-10 10:44:00,149.99,150.1,149.6,149.61,31115
TSLA,2026-03-10 10:44:00,658.98,659.2,657.27,657.29,27919
AAPL,2026-03-10 10:45:00,149.61,149.94,149.59,149.8,6152
TSLA,2026-03-10 10:45:00,657.29,658.5,657.22,658.4,5059
AAPL,2026-03-10 10:46:00,149.8,149.84,149.55,149.62,39681
TSLA,2026-03-10 10:46:00,658.4,663.31,658.35,663.26,31339
AAPL,2026-03-10 10:47:00,149.62,149.64,149.53,149.59,32391
TSLA,2026-03-10 10:47:00,663.26,663.32,662.69,662.72,45136
AAPL,2026-03-10 10:48:00,149.59,149.64,149.15,149.19,42876
TSLA,2026-03-10 10:48:00,662.72,663.52,662.66,663.47,46763
AAPL,2026-03-10 10:49:00,149.19,149.22,148.72,148.99,10931
TSLA,2026-03-10 10:49:00,663.47,665.19,663.4,665.08,35630
TSLA,2026-03-10 10:50:00,665.08,665.08,663.48,663.48,36733
AAPL,2026-03-10 10:50:00,148.99,149.09,148.97,148.99,40720
TSLA,2026-03-10 10:51:00,663.48,669.32,663.46,669.22,34680
AAPL,2026-03-10 10:51:00,148.99,149.12,148.87,149.11,18309
TSLA,2026-03-10 10:52:00,669.22,669.34,668.95,669.04,45501
AAPL,2026-03-10 10:52:00,149.11,149.23,149.0,149.05,31792
TSLA,2026-03-10 10:53:00,669.04,669.05,667.16,667.17,34734
AAPL,2026-03-10 10:53:00,149.05,149.19,148.92,149.1,35173
AAPL,2026-03-10 10:54:00,149.1,149.2,149.06,149.17,22570
TSLA,2026-03-10 10:54:00,667.17,667.3,665.75,665.9,43880
AAPL,2026-03-10 10:55:00,149.17,149.61,149.06,149.46,19765
TSLA,2026-03-10 10:55:00,665.9,668.25,665.65,668.1,16960
TSLA,2026-03-10 10:56:00,668.1,670.14,668.08,670.06,44989
AAPL,2026-03-10 10:56:00,149.46,149.55,149.34,149.52,37195
TSLA,2026-03-10 10:57:00,670.06,670.1,669.01,669.11,47636
AAPL,2026-03-10 10:57:00,149.52,149.92,149.47,149.89,5010
AAPL,2026-03-10 10:58:00,149.89,150.38,149.81,150.11,19302
TSLA,2026-03-10 10:58:00,669.11,670.47,669.02,670.32,12250
TSLA,2026-03-10 10:59:00,670.32,670.37,665.97,666.05,31300
AAPL,2026-03-10 10:59:00,150.11,150.53,150.02,150.5,37914
AAPL,2026-03-10 11:00:00,150.5,150.75,150.48,150.6,15423
TSLA,2026-03-10 11:00:00,666.05,666.78,666.03,666.59,12975
TSLA,2026-03-10 11:01:00,666.59,666.78,666.52,666.78,16685
AAPL,2026-03-10 11:01:00,150.6,150.76,150.48,150.7,28398
TSLA,2026-03-10 11:02:00,666.78,666.87,664.57,664.59,21131
AAPL,2026-03-10 11:02:00,150.7,151.03,150.7,150.87,41968
AAPL,2026-03-10 11:03:00,150.87,150.95,150.74,150.78,5581
TSLA,2026-03-10 11:03:00,664.59,664.65,664.07,664.16,25115
TSLA,2026-03-10 11:04:00,664.16,664.18,658.87,658.95,29543
AAPL,2026-03-10 11:04:00,150.78,151.37,150.69,151.29,20031
AAPL,2026-03-10 11:05:00,151.29,151.45,151.27,151.3,33630
TSLA,2026-03-10 11:05:00,658.95,659.16,655.09,655.1,21492
TSLA,2026-03-10 11:06:00,655.1,656.1,655.09,655.97,9145
AAPL,2026-03-10 11:06:00,151.3,151.36,151.23,151.27,44416
AAPL,2026-03-10 11:07:00,151.27,151.35,151.0,151.07,46556
TSLA,2026-03-10 11:07:00,655.97,656.01,653.58,653.6,24570
AAPL,2026-03-10 11:08:00,151.07,151.15,151.0,151.13,49464
TSLA,2026-03-10 11:08:00,653.6,653.61,653.34,653.35,44290
AAPL,2026-03-10 11:09:00,151.13,151.17,150.85,150.92,15363
TSLA,2026-03-10 11:09:00,653.35,653.41,651.05,651.2,18039
TSLA,2026-03-10 11:10:00,651.2,651.92,651.1,651.86,18529
AAPL,2026-03-10 11:10:00,150.92,151.07,150.74,150.99,17794
TSLA,2026-03-10 11:11:00,651.86,651.87,649.73,649.79,27721
AAPL,2026-03-10 11:11:00,150.99,151.03,150.84,150.98,16125
TSLA,2026-03-10 11:12:00,649.79,650.03,649.79,649.9,8870
AAPL,2026-03-10 11:12:00,150.98,151.29,150.8,151.15,48319
TSLA,2026-03-10 11:13:00,649.9,649.97,649.72,649.74,17257
AAPL,2026-03-10 11:13:00,151.15,151.28,150.98,151.0,41186
TSLA,2026-03-10 11:14:00,649.74,650.77,649.71,650.7,38714
AAPL,2026-03-10 11:14:00,151.0,151.11,150.68,150.78,46973
AAPL,2026-03-10 11:15:00,150.78,151.05,150.6,151.03,9121
TSLA,2026-03-10 11:15:00,650.7,653.92,650.63,653.78,37915
TSLA,2026-03-10 11:16:00,653.78,653.79,653.43,653.56,44688
AAPL,2026-03-10 11:16:00,151.03,151.14,150.95,151.02,31717
TSLA,2026-03-10 11:17:00,653.56,653.67,649.76,649.89,41930
AAPL,2026-03-10 11:17:00,151.02,151.33,150.98,151.23,33345
AAPL,2026-03-10 11:18:00,151.23,151.32,151.08,151.29,8213
TSLA,2026-03-10 11:18:00,649.89,649.91,648.86,648.97,12220
AAPL,2026-03-10 11:19:00,151.29,151.63,151.18,151.58,39029
TSLA,2026-03-10 11:19:00,648.97,648.98,648.6,648.62,31283
TSLA,2026-03-10 11:20:00,648.62,652.24,648.48,652.2,24224
AAPL,2026-03-10 11:20:00,151.58,151.73,151.52,151.54,21780
AAPL,2026-03-10 11:21:00,151.54,151.57,151.36,151.49,48911
TSLA,2026-03-10 11:21:00,652.2,652.42,652.01,652.02,43988
TSLA,2026-03-10 11:22:00,652.02,653.71,652.0,653.56,47695
AAPL,2026-03-10 11:22:00,151.49,151.76,151.47,151.7,17045
AAPL,2026-03-10 11:23:00,151.7,151.75,151.49,151.67,17607
TSLA,2026-03-10 11:23:00,653.56,653.62,653.46,653.5,25961
TSLA,2026-03-10 11:24:00,653.5,654.74,653.39,654.72,26570
AAPL,2026-03-10 11:24:00,151.67,151.78,151.22,151.42,28405
AAPL,2026-03-10 11:25:00,151.42,151.57,151.42,151.48,13914
TSLA,2026-03-10 11:25:00,654.72,654.81,651.63,651.64,10936
AAPL,2026-03-10 11:26:00,151.48,151.55,151.43,151.52,21292
TSLA,2026-03-10 11:26:00,651.64,652.45,651.55,652.42,11930
AAPL,2026-03-10 11:27:00,151.52,151.69,151.33,151.66,28586
TSLA,2026-03-10 11:27:00,652.42,654.73,652.4,654.6,35244
AAPL,2026-03-10 11:28:00,151.66,151.76,151.64,151.7,25059
TSLA,2026-03-10 11:28:00,654.6,656.04,654.58,655.87,25314
TSLA,2026-03-10 11:29:00,655.87,658.26,655.8,658.18,38780
AAPL,2026-03-10 11:29:00,151.7,152.0,151.67,151.91,42905
TSLA,2026-03-10 11:30:00,658.18,658.29,655.04,655.04,23891
AAPL,2026-03-10 11:30:00,151.91,152.08,151.68,151.77,33979
TSLA,2026-03-10 11:31:00,655.04,655.19,653.75,653.83,31399
AAPL,2026-03-10 11:31:00,151.77,152.44,151.7,152.29,31069
AAPL,2026-03-10 11:32:00,152.29,152.61,152.19,152.46,26883
TSLA,2026-03-10 11:32:00,653.83,653.89,653.18,653.26,48007
AAPL,2026-03-10 11:33:00,152.46,152.55,152.17,152.32,42861
TSLA,2026-03-10 11:33:00,653.26,653.33,650.92,650.95,28647
AAPL,2026-03-10 11:34:00,152.32,152.33,151.93,152.09,24765
TSLA,2026-03-10 11:34:00,650.95,652.59,650.94,652.43,38034
AAPL,2026-03-10 11:35:00,152.09,152.43,152.02,152.38,15013
TSLA,2026-03-10 11:35:00,652.43,653.75,652.39,653.68,44704
AAPL,2026-03-10 11:36:00,152.38,152.39,152.17,152.22,42149
TSLA,2026-03-10 11:36:00,653.68,653.85,652.9,652.92,9930
AAPL,2026-03-10 11:37:00,152.22,152.26,151.96,152.17,48252
TSLA,2026-03-10 11:37:00,652.92,652.96,652.89,652.93,33534
TSLA,2026-03-10 11:38:00,652.93,652.96,649.73,649.89,30212
AAPL,2026-03-10 11:38:00,152.17,152.37,151.92,152.17,49138
TSLA,2026-03-10 11:39:00,649.89,650.93,649.7,650.86,36198
AAPL,2026-03-10 11:39:00,152.17,152.28,152.1,152.18,37712
TSLA,2026-03-10 11:40:00,650.86,651.0,650.78,650.89,25673
AAPL,2026-03-10 11:40:00,152.18,152.28,152.0,152.25,13722
TSLA,2026-03-10 11:41:00,650.89,650.95,649.52,649.71,48717
AAPL,2026-03-10 11:41:00,152.25,152.56,152.15,152.33,49403
TSLA,2026-03-10 11:42:00,649.71,649.86,649.57,649.75,7768
AAPL,2026-03-10 11:42:00,152.33,152.37,152.14,152.16,26891
TSLA,2026-03-10 11:43:00,649.75,652.25,649.5,652.2,37245
AAPL,2026-03-10 11:43:00,152.16,152.26,152.13,152.2,40217
TSLA,2026-03-10 11:44:00,652.2,652.61,652.16,652.57,32676
AAPL,2026-03-10 11:44:00,152.2,152.68,152.18,152.55,36032
TSLA,2026-03-10 11:45:00,652.57,653.44,652.43,653.32,19526
AAPL,2026-03-10 11:45:00,152.55,152.68,152.14,152.32,7533
TSLA,2026-03-10 11:46:00,653.32,653.85,653.1,653.72,8828
AAPL,2026-03-10 11:46:00,152.32,152.53,152.23,152.41,22882
TSLA,2026-03-10 11:47:00,653.72,653.78,652.29,652.29,46998
AAPL,2026-03-10 11:47:00,152.41,152.5,152.17,152.31,18084
TSLA,2026-03-10 11:48:00,652.29,652.39,648.82,648.92,29379
AAPL,2026-03-10 11:48:00,152.31,152.49,152.27,152.29,35723
AAPL,2026-03-10 11:49:00,152.29,152.58,152.11,152.15,29839
TSLA,2026-03-10 11:49:00,648.92,649.14,646.38,646.42,5934
AAPL,2026-03-10 11:50:00,152.15,152.38,152.1,152.29,9811
TSLA,2026-03-10 11:50:00,646.42,646.47,646.32,646.32,43657
TSLA,2026-03-10 11:51:00,646.32,646.33,644.84,644.91,19826
AAPL,2026-03-10 11:51:00,152.29,152.41,152.08,152.39,40145
AAPL,2026-03-10 11:52:00,152.39,152.48,152.37,152.41,25848
TSLA,2026-03-10 11:52:00,644.91,644.94,643.39,643.47,21914
AAPL,2026-03-10 11:53:00,152.41,152.44,151.86,151.91,5282
TSLA,2026-03-10 11:53:00,643.47,643.47,642.52,642.54,37067
TSLA,2026-03-10 11:54:00,642.54,643.21,642.35,643.14,11601
AAPL,2026-03-10 11:54:00,151.91,152.11,151.71,152.01,27352
TSLA,2026-03-10 11:55:00,643.14,643.22,640.18,640.21,44017
AAPL,2026-03-10 11:55:00,152.01,152.15,151.94,152.03,23766
TSLA,2026-03-10 11:56:00,640.21,640.29,639.44,639.57,47793
AAPL,2026-03-10 11:56:00,152.03,152.25,151.96,152.23,16192
AAPL,2026-03-10 11:57:00,152.23,152.54,152.16,152.43,20013
TSLA,2026-03-10 11:57:00,639.57,640.65,639.54,640.58,46946
AAPL,2026-03-10 11:58:00,152.43,152.53,152.22,152.37,41567
TSLA,2026-03-10 11:58:00,640.58,640.72,639.23,639.38,28492
AAPL,2026-03-10 11:59:00,152.37,152.52,152.23,152.28,44275
TSLA,2026-03-10 11:59:00,639.38,639.45,637.29,637.31,32351
AAPL,2026-03-10 12:00:00,152.28,152.4,152.25,152.35,15468
TSLA,2026-03-10 12:00:00,637.31,637.35,637.1,637.13,8300
TSLA,2026-03-10 12:01:00,637.13,637.25,636.64,636.67,42361
AAPL,2026-03-10 12:01:00,152.35,152.39,152.18,152.34,49992
TSLA,2026-03-10 12:02:00,636.67,636.81,633.81,633.93,36162
AAPL,2026-03-10 12:02:00,152.34,152.62,152.22,152.61,15946
TSLA,2026-03-10 12:03:00,633.93,634.0,632.54,632.65,17258
AAPL,2026-03-10 12:03:00,152.61,152.67,152.25,152.31,49977
AAPL,2026-03-10 12:04:00,152.31,152.35,152.03,152.23,12584
TSLA,2026-03-10 12:04:00,632.65,633.51,632.6,633.49,6481
AAPL,2026-03-10 12:05:00,152.23,152.27,151.94,152.11,34272
TSLA,2026-03-10 12:05:00,633.49,633.6,632.98,633.21,18127
TSLA,2026-03-10 12:06:00,633.21,633.24,630.43,630.47,11078
AAPL,2026-03-10 12:06:00,152.11,152.19,151.98,152.04,19816
AAPL,2026-03-10 12:07:00,152.04,152.13,151.67,151.82,27653
TSLA,2026-03-10 12:07:00,630.47,630.6,629.58,629.72,7298
TSLA,2026-03-10 12:08:00,629.72,629.82,629.41,629.47,9851
AAPL,2026-03-10 12:08:00,151.82,151.85,151.64,151.72,45398
AAPL,2026-03-10 12:09:00,151.72,151.86,151.55,151.68,39528
TSLA,2026-03-10 12:09:00,629.47,629.49,627.53,627.61,48234
AAPL,2026-03-10 12:10:00,151.68,151.8,151.55,151.73,45428
TSLA,2026-03-10 12:10:00,627.61,628.52,627.5,628.52,7802
AAPL,2026-03-10 12:11:00,151.73,151.87,151.58,151.61,32677
TSLA,2026-03-10 12:11:00,628.52,628.55,626.42,626.45,37038
AAPL,2026-03-10 12:12:00,151.61,151.74,151.32,151.37,49506
TSLA,2026-03-10 12:12:00,626.45,626.47,624.19,624.26,46678
AAPL,2026-03-10 12:13:00,151.37,151.39,151.34,151.36,18412
TSLA,2026-03-10 12:13:00,624.26,624.4,622.22,622.28,19731
AAPL,2026-03-10 12:14:00,151.36,151.47,151.06,151.08,38584
TSLA,2026-03-10 12:14:00,622.28,622.33,620.67,620.78,27107
AAPL,2026-03-10 12:15:00,151.08,151.13,150.77,150.79,32156
TSLA,2026-03-10 12:15:00,620.78,621.0,620.69,620.72,48693
TSLA,2026-03-10 12:16:00,620.72,620.98,620.5,620.72,10125
AAPL,2026-03-10 12:16:00,150.79,151.09,150.79,150.97,26955
AAPL,2026-03-10 12:17:00,150.97,151.03,150.91,150.97,17570
TSLA,2026-03-10 12:17:00,620.72,620.75,619.64,619.67,38737
AAPL,2026-03-10 12:18:00,150.97,151.13,150.87,151.12,42856
TSLA,2026-03-10 12:18:00,619.67,620.56,619.58,620.5,31648
AAPL,2026-03-10 12:19:00,151.12,151.45,150.92,151.28,12934
TSLA,2026-03-10 12:19:00,620.5,621.97,620.31,621.91,33414
AAPL,2026-03-10 12:20:00,151.28,151.72,151.15,151.51,42708
TSLA,2026-03-10 12:20:00,621.91,622.48,621.9,622.47,14474
AAPL,2026-03-10 12:21:00,151.51,151.59,151.24,151.36,43852
TSLA,2026-03-10 12:21:00,622.47,623.68,622.44,623.61,18904
AAPL,2026-03-10 12:22:00,151.36,151.75,151.32,151.71,11499
TSLA,2026-03-10 12:22:00,623.61,625.09,623.51,624.99,23675
AAPL,2026-03-10 12:23:00,151.71,151.83,151.54,151.75,18366
TSLA,2026-03-10 12:23:00,624.99,625.36,624.96,625.32,24610
AAPL,2026-03-10 12:24:00,151.75,151.97,151.66,151.95,8717
TSLA,2026-03-10 12:24:00,625.32,625.34,623.86,623.98,5380
AAPL,2026-03-10 12:25:00,151.95,151.98,151.77,151.79,5197
TSLA,2026-03-10 12:25:00,623.98,626.03,623.8,625.77,16672
AAPL,2026-03-10 12:26:00,151.79,151.96,151.64,151.7,8851
TSLA,2026-03-10 12:26:00,625.77,628.96,625.75,628.92,44680
AAPL,2026-03-10 12:27:00,151.7,151.73,151.62,151.7,9205
TSLA,2026-03-10 12:27:00,628.92,629.95,628.91,629.76,20033
AAPL,2026-03-10 12:28:00,151.7,151.85,151.67,151.68,42619
TSLA,2026-03-10 12:28:00,629.76,630.85,629.66,630.74,9496
AAPL,2026-03-10 12:29:00,151.68,151.79,151.45,151.46,43592
TSLA,2026-03-10 12:29:00,630.74,632.31,630.64,632.21,38525
TSLA,2026-03-10 12:30:00,632.21,632.26,628.38,628.6,12665
AAPL,2026-03-10 12:30:00,151.46,151.76,151.18,151.66,35188
TSLA,2026-03-10 12:31:00,628.6,628.63,627.68,627.75,26445
AAPL,2026-03-10 12:31:00,151.66,152.13,151.58,151.98,11258
TSLA,2026-03-10 12:32:00,627.75,629.61,627.74,629.54,23809
AAPL,2026-03-10 12:32:00,151.98,152.15,151.95,152.0,16472
TSLA,2026-03-10 12:33:00,629.54,629.76,627.72,627.82,40967
AAPL,2026-03-10 12:33:00,152.0,152.29,151.99,152.21,36378
TSLA,2026-03-10 12:34:00,627.82,627.89,625.68,625.84,14790
AAPL,2026-03-10 12:34:00,152.21,152.34,151.77,151.78,5053
TSLA,2026-03-10 12:35:00,625.84,625.86,624.66,624.94,48924
AAPL,2026-03-10 12:35:00,151.78,151.8,151.62,151.64,20379
TSLA,2026-03-10 12:36:00,624.94,626.06,624.9,626.03,42978
AAPL,2026-03-10 12:36:00,151.64,151.73,151.53,151.6,13424
TSLA,2026-03-10 12:37:00,626.03,626.06,624.39,624.51,29889
AAPL,2026-03-10 12:37:00,151.6,151.65,151.44,151.6,10242
AAPL,2026-03-10 12:38:00,151.6,151.92,151.59,151.77,30163
