symbol,timestamp,open,high,low,close,volume
AAPL,2025-01-06 14:30:00+00:00,244.3300018310547,246.1826934814453,243.83999633789062,245.5500030517578,10577599
TSLA,2025-01-06 15:30:00+00:00,416.4800109863281,418.1300048828125,407.95001220703125,411.1000061035156,12232787
AAPL,2025-01-06 15:30:00+00:00,245.5399932861328,247.3300018310547,245.3300018310547,246.74000549316406,5006800
SPY,2025-01-06 15:30:00+00:00,598.9099731445312,599.510009765625,598.0700073242188,599.5089721679688,5070586
TSLA,2025-01-06 16:30:00+00:00,411.07501220703125,411.7398986816406,406.8800048828125,409.2200012207031,9043377
AAPL,2025-01-06 16:30:00+00:00,246.7550048828125,246.76100158691406,245.7012939453125,245.77000427246094,3354093
SPY,2025-01-06 16:30:00+00:00,599.4920043945312,599.7000122070312,598.3699951171875,598.5700073242188,3142058
TSLA,2025-01-06 17:30:00+00:00,409.2950134277344,410.9200134277344,405.16778564453125,406.6499938964844,6524079
AAPL,2025-01-06 17:30:00+00:00,245.75999450683594,245.8699951171875,244.47999572753906,245.02999877929688,3070077
SPY,2025-01-06 17:30:00+00:00,598.530029296875,598.739990234375,596.5800170898438,597.3900146484375,4129019
AAPL,2025-01-06 18:30:00+00:00,245.02999877929688,245.17999267578125,244.60000610351562,244.97999572753906,2065770
SPY,2025-01-06 18:30:00+00:00,597.3499755859375,597.4298706054688,594.8800048828125,595.3499755859375,4467432
TSLA,2025-01-06 18:30:00+00:00,406.6639099121094,407.1199951171875,401.70001220703125,404.05999755859375,8214105
SPY,2025-01-06 19:30:00+00:00,595.52001953125,595.5800170898438,594.0399780273438,595.0549926757812,5716723
TSLA,2025-01-06 19:30:00+00:00,403.96099853515625,407.9198913574219,402.1199951171875,407.5,6809279
AAPL,2025-01-06 19:30:00+00:00,244.97999572753906,245.1300048828125,244.4250030517578,244.89500427246094,2306175
SPY,2025-01-06 20:30:00+00:00,595.0549926757812,595.5,593.5999755859375,595.4000244140625,8009219
TSLA,2025-01-06 20:30:00+00:00,407.5299987792969,411.3699951171875,403.67120361328125,411.04998779296875,8253417
AAPL,2025-01-06 20:30:00+00:00,244.91000366210938,245.33999633789062,244.4199981689453,245.0,3773029
SPY,2025-01-07 14:30:00+00:00,597.4199829101562,597.75,592.030029296875,593.5999755859375,9531785
AAPL,2025-01-07 14:30:00+00:00,242.97999572753906,245.5500030517578,242.8300018310547,245.1649932861328,8221180
TSLA,2025-01-07 14:30:00+00:00,405.80999755859375,414.3299865722656,395.3800048828125,396.572998046875,25474300
AAPL,2025-01-07 15:30:00+00:00,245.16000366210938,245.3800048828125,243.7100067138672,243.77000427246094,4107265
SPY,2025-01-07 15:30:00+00:00,593.6099853515625,593.75,590.27001953125,593.1099853515625,7309605
TSLA,2025-01-07 15:30:00+00:00,396.6698913574219,400.0899963378906,391.20001220703125,398.79998779296875,13439365
AAPL,2025-01-07 16:30:00+00:00,243.74000549316406,245.0,242.13819885253906,242.38999938964844,4446679
SPY,2025-01-07 16:30:00+00:00,593.02001953125,593.260009765625,590.2125244140625,590.6199951171875,4219424
TSLA,2025-01-07 16:30:00+00:00,398.6300048828125,411.04998779296875,392.6499938964844,394.2200012207031,6701324
AAPL,2025-01-07 17:30:00+00:00,242.39999389648438,243.4084014892578,241.36000061035156,243.15550231933594,3448950
SPY,2025-01-07 17:30:00+00:00,590.6500244140625,592.3970947265625,589.6400146484375,592.280029296875,3357008
TSLA,2025-01-07 17:30:00+00:00,394.17999267578125,398.95001220703125,392.9100036621094,398.4800109863281,5324015
SPY,2025-01-07 18:30:00+00:00,592.280029296875,592.280029296875,590.5499877929688,591.1099853515625,3594071
TSLA,2025-01-07 18:30:00+00:00,398.42291259765625,398.7398986816406,392.7200012207031,393.7099914550781,4972332
AAPL,2025-01-07 18:30:00+00:00,243.14999389648438,243.17999267578125,242.07009887695312,242.45799255371094,2577768
TSLA,2025-01-07 19:30:00+00:00,393.6549987792969,394.6600036621094,390.7099914550781,391.07000732421875,6227239
AAPL,2025-01-07 19:30:00+00:00,242.4499969482422,242.49000549316406,241.75,242.00999450683594,2681979
SPY,2025-01-07 19:30:00+00:00,591.0700073242188,591.0999755859375,587.6900024414062,587.8300170898438,5890935
TSLA,2025-01-07 20:30:00+00:00,391.1600036621094,394.6199951171875,390.010009765625,394.5899963378906,7248405
AAPL,2025-01-07 20:30:00+00:00,242.02000427246094,242.40499877929688,241.53900146484375,242.19000244140625,4772501
SPY,2025-01-07 20:30:00+00:00,587.8200073242188,588.8502197265625,586.780029296875,588.719970703125,11654859
TSLA,2025-01-08 14:30:00+00:00,393.04998779296875,402.4999084472656,391.4100036621094,395.2200012207031,23220693
SPY,2025-01-08 14:30:00+00:00,588.7000122070312,588.77001953125,586.0,586.4749755859375,9870599
AAPL,2025-01-08 14:30:00+00:00,241.97000122070312,242.86549377441406,240.0500030517578,242.40989685058594,7170550
SPY,2025-01-08 15:30:00+00:00,586.469970703125,588.719970703125,586.3800048828125,588.1099853515625,3913519
TSLA,2025-01-08 15:30:00+00:00,395.2200012207031,398.46099853515625,392.94000244140625,394.3399963378906,8752129
AAPL,2025-01-08 15:30:00+00:00,242.38999938964844,243.71229553222656,242.0850067138672,242.7100067138672,4154228
SPY,2025-01-08 16:30:00+00:00,588.1199951171875,589.9400024414062,585.3800048828125,585.6300048828125,4361539
TSLA,2025-01-08 16:30:00+00:00,394.3399963378906,397.2699890136719,388.2099914550781,388.4700012207031,8024446
AAPL,2025-01-08 16:30:00+00:00,242.72610473632812,243.5800018310547,241.24000549316406,241.3699951171875,3009958
SPY,2025-01-08 17:30:00+00:00,585.6400146484375,589.5700073242188,585.1950073242188,589.1099853515625,4732034
TSLA,2025-01-08 17:30:00+00:00,388.5199890136719,399.6098937988281,387.4292907714844,398.7130126953125,9075245
AAPL,2025-01-08 17:30:00+00:00,241.36000061035156,242.50869750976562,241.1999969482422,242.35000610351562,2612848
TSLA,2025-01-08 18:30:00+00:00,398.7831115722656,400.5158996582031,394.04998779296875,399.635986328125,7331717
AAPL,2025-01-08 18:30:00+00:00,242.35000610351562,242.97999572753906,241.04400634765625,242.7949981689453,2761227
SPY,2025-01-08 18:30:00+00:00,589.1199951171875,590.4400024414062,586.9600219726562,590.2716064453125,5551383
AAPL,2025-01-08 19:30:00+00:00,242.6999969482422,242.72000122070312,241.6999969482422,242.38400268554688,2452219
SPY,2025-01-08 19:30:00+00:00,590.280029296875,590.280029296875,587.8800048828125,589.0900268554688,3925037
TSLA,2025-01-08 19:30:00+00:00,399.5400085449219,399.5400085449219,394.55999755859375,396.2850036621094,5651230
AAPL,2025-01-08 20:30:00+00:00,242.3800048828125,242.98699951171875,241.8000030517578,242.72000122070312,3573432
SPY,2025-01-08 20:30:00+00:00,589.10498046875,589.7899780273438,588.22998046875,589.4199829101562,7883359
TSLA,2025-01-08 20:30:00+00:00,396.2699890136719,397.8900146484375,394.5,395.0,5176233
AAPL,2025-01-10 14:30:00+00:00,240.02499389648438,240.14999389648438,235.8000030517578,237.4250030517578,13137403
TSLA,2025-01-10 14:30:00+00:00,391.2225036621094,399.25,383.489990234375,390.0950012207031,21051200
SPY,2025-01-10 14:30:00+00:00,585.8800048828125,585.9500122070312,579.1500244140625,581.8900146484375,18574871
TSLA,2025-01-10 15:30:00+00:00,390.1462097167969,396.1499938964844,387.6000061035156,388.1413879394531,10050184
AAPL,2025-01-10 15:30:00+00:00,237.4241943359375,237.44830322265625,233.5,233.77000427246094,8427975
SPY,2025-01-10 15:30:00+00:00,581.9000244140625,583.2288208007812,579.5900268554688,579.8599853515625,8238517
TSLA,2025-01-10 16:30:00+00:00,388.0849914550781,391.9599914550781,387.0,391.46990966796875,5850880
AAPL,2025-01-10 16:30:00+00:00,233.77000427246094,235.89999389648438,233.0,235.57000732421875,7179671
SPY,2025-01-10 16:30:00+00:00,579.8699951171875,580.8099975585938,578.5499877929688,580.0,6304602
TSLA,2025-01-10 17:30:00+00:00,391.25,398.2998962402344,391.0899963378906,397.3599853515625,7338083
AAPL,2025-01-10 17:30:00+00:00,235.5399932861328,237.33970642089844,235.06500244140625,237.11500549316406,3958571
SPY,2025-01-10 17:30:00+00:00,579.97998046875,583.75,579.9000244140625,583.239990234375,5835457
AAPL,2025-01-10 18:30:00+00:00,237.1199951171875,237.5850067138672,236.41000366210938,236.8300018310547,3175363
SPY,2025-01-10 18:30:00+00:00,583.239990234375,584.5,581.5800170898438,582.5999755859375,6052200
TSLA,2025-01-10 18:30:00+00:00,397.5,397.7900085449219,393.67010498046875,395.760009765625,5234008
SPY,2025-01-10 19:30:00+00:00,582.6099853515625,582.6199951171875,579.969970703125,580.344970703125,7098364
TSLA,2025-01-10 19:30:00+00:00,395.8110046386719,396.95001220703125,393.1311950683594,393.9599914550781,4660858
AAPL,2025-01-10 19:30:00+00:00,236.83999633789062,236.8800048828125,235.75,235.9949951171875,3580665
SPY,2025-01-10 20:30:00+00:00,580.3300170898438,581.1199951171875,579.7000122070312,580.510009765625,8981276
TSLA,2025-01-10 20:30:00+00:00,393.79998779296875,395.5,392.55999755859375,394.8599853515625,4549472
AAPL,2025-01-10 20:30:00+00:00,235.9949951171875,237.2899932861328,235.77000427246094,236.92999267578125,5097656
TSLA,2025-01-13 14:30:00+00:00,383.2099914550781,392.45001220703125,380.07000732421875,385.94000244140625,19645872
AAPL,2025-01-13 14:30:00+00:00,233.5,233.58999633789062,229.72000122070312,230.3800048828125,13314474
SPY,2025-01-13 14:30:00+00:00,575.77001953125,578.6199951171875,575.3499755859375,576.02001953125,10234487
AAPL,2025-01-13 15:30:00+00:00,230.3800048828125,231.8000030517578,230.22000122070312,230.72500610351562,5357189
SPY,2025-01-13 15:30:00+00:00,576.072998046875,579.1799926757812,576.030029296875,576.989990234375,4988325
TSLA,2025-01-13 15:30:00+00:00,385.9599914550781,394.67999267578125,385.5679016113281,388.1199951171875,10187951
AAPL,2025-01-13 16:30:00+00:00,230.7324981689453,232.52999877929688,230.39999389648438,232.32000732421875,4160495
SPY,2025-01-13 16:30:00+00:00,576.969970703125,578.530029296875,575.6799926757812,578.22998046875,4259359
TSLA,2025-01-13 16:30:00+00:00,388.1199951171875,396.3999938964844,387.1400146484375,395.9200134277344,7622337
AAPL,2025-01-13 17:30:00+00:00,232.2899932861328,233.43499755859375,231.97999572753906,233.3800048828125,2920622
SPY,2025-01-13 17:30:00+00:00,578.2000122070312,579.75,577.5999755859375,579.719970703125,3520069
TSLA,2025-01-13 17:30:00+00:00,395.881591796875,397.5899963378906,393.6517028808594,395.07000732421875,6529460
SPY,2025-01-13 18:30:00+00:00,579.6900024414062,580.3599853515625,579.0900268554688,580.3099975585938,4323353
TSLA,2025-01-13 18:30:00+00:00,395.05499267578125,396.1643981933594,391.3999938964844,393.75,4858015
AAPL,2025-01-13 18:30:00+00:00,233.3800048828125,233.97000122070312,233.25999450683594,233.55999755859375,2678525
TSLA,2025-01-13 19:30:00+00:00,393.6700134277344,395.25,392.0299987792969,392.54998779296875,4881889
AAPL,2025-01-13 19:30:00+00:00,233.5500030517578,234.1999969482422,233.3699951171875,233.6844024658203,3290938
SPY,2025-01-13 19:30:00+00:00,580.2899780273438,581.0,579.5700073242188,580.0999755859375,5247105
TSLA,2025-01-13 20:30:00+00:00,392.6199951171875,403.7900085449219,392.0199890136719,403.3699951171875,6910009
AAPL,2025-01-13 20:30:00+00:00,233.69000244140625,234.6699981689453,233.65499877929688,234.39999389648438,4579852
SPY,2025-01-13 20:30:00+00:00,580.0999755859375,581.75,579.8699951171875,581.5399780273438,5872260
TSLA,2025-01-14 14:30:00+00:00,414.44000244140625,422.6400146484375,411.5820007324219,412.5635986328125,28896801
SPY,2025-01-14 14:30:00+00:00,584.3599853515625,585.0,581.969970703125,583.1500244140625,10073998
AAPL,2025-01-14 14:30:00+00:00,234.75,236.1199951171875,234.25999450683594,235.61000061035156,6863540
SPY,2025-01-14 15:30:00+00:00,583.1751708984375,583.5590209960938,580.1799926757812,580.8599853515625,5105485
TSLA,2025-01-14 15:30:00+00:00,412.57000732421875,413.3800048828125,404.25,407.6698913574219,13148538
AAPL,2025-01-14 15:30:00+00:00,235.60000610351562,235.97000122070312,234.1300048828125,234.2100067138672,3836690
SPY,2025-01-14 16:30:00+00:00,580.8300170898438,581.4000244140625,578.5700073242188,579.719970703125,5171613
TSLA,2025-01-14 16:30:00+00:00,407.510009765625,409.3598937988281,402.6700134277344,405.05120849609375,7535585
AAPL,2025-01-14 16:30:00+00:00,234.19000244140625,234.47630310058594,232.84500122070312,233.3249969482422,3080840
TSLA,2025-01-14 17:30:00+00:00,405.09381103515625,408.989990234375,402.1600036621094,408.96600341796875,5906166
AAPL,2025-01-14 17:30:00+00:00,233.30999755859375,234.1199951171875,232.64999389648438,234.02020263671875,2179055
SPY,2025-01-14 17:30:00+00:00,579.7100219726562,582.2369995117188,578.3499755859375,582.02001953125,4224093
AAPL,2025-01-14 18:30:00+00:00,234.0399932861328,234.9199981689453,233.72000122070312,234.25869750976562,2448410
SPY,2025-01-14 18:30:00+00:00,582.02001953125,583.8099975585938,581.7899780273438,583.0399780273438,5136583
TSLA,2025-01-14 18:30:00+00:00,408.989990234375,411.80999755859375,408.4548034667969,410.2349853515625,6549334
AAPL,2025-01-14 19:30:00+00:00,234.25,234.64999389648438,232.4720001220703,233.2949981689453,3619972
SPY,2025-01-14 19:30:00+00:00,583.0399780273438,583.739990234375,578.9000244140625,580.489990234375,5815486
TSLA,2025-01-14 19:30:00+00:00,410.2900085449219,412.0,396.0002136230469,398.2099914550781,11248331
SPY,2025-01-14 20:30:00+00:00,580.469970703125,582.2899780273438,579.5800170898438,582.1900024414062,7537574
TSLA,2025-01-14 20:30:00+00:00,398.20001220703125,399.04998779296875,394.5400085449219,396.20001220703125,6661740
AAPL,2025-01-14 20:30:00+00:00,233.27999877929688,233.44000244140625,232.5399932861328,233.27999877929688,4851942
TSLA,2025-01-15 14:30:00+00:00,409.8599853515625,418.95989990234375,405.6610107421875,417.510009765625,23833567
AAPL,2025-01-15 14:30:00+00:00,234.63999938964844,238.38999938964844,234.42999267578125,237.92010498046875,8599650
SPY,2025-01-15 14:30:00+00:00,590.3250122070312,592.969970703125,589.1950073242188,592.3300170898438,14512387
TSLA,2025-01-15 15:30:00+00:00,417.4200134277344,418.04998779296875,412.3999938964844,417.0400085449219,10341253
AAPL,2025-01-15 15:30:00+00:00,237.9600067138672,238.5399932861328,237.30999755859375,237.40069580078125,3705014
SPY,2025-01-15 15:30:00+00:00,592.4400024414062,592.530029296875,590.7100219726562,591.0200805664062,4694971
TSLA,2025-01-15 16:30:00+00:00,416.9800109863281,419.9299011230469,413.79998779296875,419.7933044433594,8290853
AAPL,2025-01-15 16:30:00+00:00,237.39999389648438,237.5800018310547,236.5023956298828,237.11990356445312,2959584
SPY,2025-01-15 16:30:00+00:00,591.02001953125,591.3800048828125,589.5,591.1199951171875,4001330
AAPL,2025-01-15 17:30:00+00:00,237.11500549316406,237.74000549316406,236.97000122070312,237.52999877929688,2206504
SPY,2025-01-15 17:30:00+00:00,591.1199951171875,592.27001953125,590.8900146484375,592.27001953125,2652355
TSLA,2025-01-15 17:30:00+00:00,419.7799987792969,420.79998779296875,416.8500061035156,420.7774963378906,6048870
SPY,2025-01-15 18:30:00+00:00,592.2550048828125,593.1400146484375,591.97998046875,593.0999755859375,3105598
TSLA,2025-01-15 18:30:00+00:00,420.7850036621094,424.1000061035156,418.53009033203125,423.7550048828125,6762154
AAPL,2025-01-15 18:30:00+00:00,237.52000427246094,237.75999450683594,237.25999450683594,237.5601043701172,1908254
SPY,2025-01-15 19:30:00+00:00,593.1199951171875,593.9400024414062,593.02001953125,593.6900024414062,6365535
TSLA,2025-01-15 19:30:00+00:00,423.6925048828125,427.8800048828125,422.79998779296875,426.80999755859375,9127865
AAPL,2025-01-15 19:30:00+00:00,237.5800018310547,238.03419494628906,237.52000427246094,237.62120056152344,2782086
SPY,2025-01-15 20:30:00+00:00,593.6799926757812,593.8400268554688,592.6799926757812,592.760009765625,10587094
AAPL,2025-01-15 20:30:00+00:00,237.6199951171875,238.47000122070312,237.38999938964844,237.85000610351562,4684385
TSLA,2025-01-15 20:30:00+00:00,426.7701110839844,429.79998779296875,425.9027099609375,428.17999267578125,8770535
AAPL,2025-01-16 14:30:00+00:00,237.49000549316406,238.00999450683594,232.71060180664062,232.8179931640625,10445774
SPY,2025-01-16 14:30:00+00:00,594.1749877929688,594.2999877929688,591.3200073242188,592.2827758789062,7680051
TSLA,2025-01-16 14:30:00+00:00,423.489990234375,423.56500244140625,413.1099853515625,415.5400085449219,22667271
AAPL,2025-01-16 15:30:00+00:00,232.802001953125,233.02000427246094,230.16000366210938,230.5850067138672,11066513
SPY,2025-01-16 15:30:00+00:00,592.27001953125,594.3499755859375,591.780029296875,593.360107421875,4177925
TSLA,2025-01-16 15:30:00+00:00,415.55999755859375,417.1795959472656,412.6600036621094,415.5589904785156,9309354
AAPL,2025-01-16 16:30:00+00:00,230.59950256347656,231.10000610351562,229.75,230.9199981689453,8412063
SPY,2025-01-16 16:30:00+00:00,593.3400268554688,593.8099975585938,591.8200073242188,593.780029296875,2835661
TSLA,2025-01-16 16:30:00+00:00,415.59991455078125,415.7799987792969,410.4801025390625,412.4549865722656,7562936
SPY,2025-01-16 17:30:00+00:00,593.780029296875,593.7999877929688,592.1099853515625,592.260009765625,1960963
TSLA,2025-01-16 17:30:00+00:00,412.489990234375,415.04998779296875,411.17999267578125,411.8500061035156,5152491
AAPL,2025-01-16 17:30:00+00:00,230.9199981689453,231.1999969482422,229.07000732421875,229.19000244140625,6223224
TSLA,2025-01-16 18:30:00+00:00,411.81500244140625,412.5,409.1300048828125,412.1077880859375,6934036
AAPL,2025-01-16 18:30:00+00:00,229.18499755859375,229.39999389648438,228.55999755859375,229.1750030517578,5844721
SPY,2025-01-16 18:30:00+00:00,592.260009765625,592.6126098632812,590.9299926757812,592.4650268554688,4403041
TSLA,2025-01-16 19:30:00+00:00,412.0799865722656,415.760009765625,411.54998779296875,413.50799560546875,6089881
AAPL,2025-01-16 19:30:00+00:00,229.1750030517578,230.068603515625,228.89999389648438,229.02499389648438,6469586
SPY,2025-01-16 19:30:00+00:00,592.469970703125,593.3300170898438,591.9400024414062,592.2899780273438,4513509
AAPL,2025-01-16 20:30:00+00:00,229.00999450683594,229.2917938232422,228.02999877929688,228.24000549316406,9428533
SPY,2025-01-16 20:30:00+00:00,592.2899780273438,593.2000122070312,591.47998046875,591.7000122070312,6725109
TSLA,2025-01-16 20:30:00+00:00,413.5596923828125,415.8800048828125,413.1499938964844,413.510009765625,5365340
SPY,2025-01-17 14:30:00+00:00,596.9600219726562,597.5399780273438,595.6099853515625,596.969970703125,14259852
TSLA,2025-01-17 14:30:00+00:00,421.7200012207031,433.8599853515625,419.7701110839844,428.68341064453125,28440359
AAPL,2025-01-17 14:30:00+00:00,232.11500549316406,232.2899932861328,229.72000122070312,230.38499450683594,25704386
SPY,2025-01-17 15:30:00+00:00,596.989990234375,599.0999755859375,596.780029296875,598.77001953125,11197582
TSLA,2025-01-17 15:30:00+00:00,428.87310791015625,434.17999267578125,425.7200012207031,433.8175048828125,12168112
AAPL,2025-01-17 15:30:00+00:00,230.39999389648438,231.64999389648438,230.35000610351562,231.2812957763672,6641037
SPY,2025-01-17 16:30:00+00:00,598.77001953125,599.0399780273438,597.8200073242188,598.981201171875,3509840
TSLA,2025-01-17 16:30:00+00:00,433.889892578125,436.7900085449219,431.5,436.40948486328125,9871888
AAPL,2025-01-17 16:30:00+00:00,231.2899932861328,231.32000732421875,229.49000549316406,230.25909423828125,5636022
TSLA,2025-01-17 17:30:00+00:00,436.4049987792969,439.20001220703125,433.1099853515625,437.114990234375,9068816
AAPL,2025-01-17 17:30:00+00:00,230.26499938964844,230.44000244140625,229.88999938964844,229.91000366210938,3639355
SPY,2025-01-17 17:30:00+00:00,599.0,599.3599853515625,598.530029296875,599.030029296875,3740085
AAPL,2025-01-17 18:30:00+00:00,229.9102020263672,229.9499969482422,228.47999572753906,229.17999267578125,4996598
SPY,2025-01-17 18:30:00+00:00,599.0,599.1099853515625,598.0800170898438,598.447021484375,5257176
TSLA,2025-01-17 18:30:00+00:00,437.0899963378906,439.739990234375,437.05010986328125,438.43499755859375,7885874
AAPL,2025-01-17 19:30:00+00:00,229.17999267578125,229.77000427246094,229.0800018310547,229.44009399414062,4408697
SPY,2025-01-17 19:30:00+00:00,598.47998046875,598.7100219726562,597.530029296875,598.0999755859375,5170943
TSLA,2025-01-17 19:30:00+00:00,438.489990234375,438.95001220703125,428.6300048828125,428.7799987792969,12646921
AAPL,2025-01-17 20:30:00+00:00,229.44000244140625,230.02000427246094,229.22999572753906,229.99000549316406,5430152
TSLA,2025-01-17 20:30:00+00:00,428.7699890136719,432.6300048828125,426.2300109863281,426.4800109863281,8389476
SPY,2025-01-17 20:30:00+00:00,598.094970703125,598.5900268554688,597.3499755859375,597.5499877929688,7957779
TSLA,2025-01-21 14:30:00+00:00,432.80999755859375,432.9845886230469,406.30999755859375,412.375,32462885
AAPL,2025-01-21 14:30:00+00:00,224.0,224.4199981689453,220.8000030517578,221.77029418945312,25254424
SPY,2025-01-21 14:30:00+00:00,600.6699829101562,601.469970703125,598.6699829101562,600.35498046875,8003317
TSLA,2025-01-21 15:30:00+00:00,412.3800048828125,417.489990234375,411.2099914550781,415.0799865722656,12869537
AAPL,2025-01-21 15:30:00+00:00,221.77499389648438,222.08999633789062,219.6999969482422,220.10780334472656,13429826
SPY,2025-01-21 15:30:00+00:00,600.3300170898438,600.9400024414062,599.4299926757812,600.780029296875,3154412
AAPL,2025-01-21 16:30:00+00:00,220.08999633789062,220.77000427246094,219.3800048828125,220.36000061035156,9451785
SPY,2025-01-21 16:30:00+00:00,600.77001953125,601.780029296875,600.260009765625,601.5800170898438,2931193
TSLA,2025-01-21 16:30:00+00:00,415.1300048828125,416.9508972167969,412.510009765625,415.9949951171875,7712153
SPY,2025-01-21 17:30:00+00:00,601.5800170898438,602.8800048828125,601.54150390625,602.5900268554688,3524912
TSLA,2025-01-21 17:30:00+00:00,415.8999938964844,420.3299865722656,415.64300537109375,418.84991455078125,6966628
AAPL,2025-01-21 17:30:00+00:00,220.36000061035156,221.07000732421875,220.00999450683594,220.40499877929688,6315018
SPY,2025-01-21 18:30:00+00:00,602.5800170898438,602.8200073242188,601.9000244140625,602.3699951171875,3368563
TSLA,2025-01-21 18:30:00+00:00,418.7850036621094,421.29998779296875,416.6600036621094,418.1300048828125,6650715
AAPL,2025-01-21 18:30:00+00:00,220.40469360351562,221.69000244140625,220.3699951171875,221.60989379882812,6914968
SPY,2025-01-21 19:30:00+00:00,602.3800048828125,602.780029296875,601.6699829101562,602.7100219726562,4751032
